id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13055146,Angie 33,72243506,Angelina,Bordeaux,Bordeaux Maritime,44.86248,-0.56305,Entire home/apt,100,1,2,2016-07-03,0.06,1,0
13055404,Chambre avec vue sur piscine,72282458,Jean Michel,Le Bouscat,Le Bouscat,44.86168,-0.60579,Private room,38,2,30,2019-04-12,0.89,1,358
13057451,Grande terrasse au coeur de Bordeaux,72305096,Maeva,Bordeaux,Bordeaux Sud,44.82999,-0.57124,Entire home/apt,150,2,0,,,1,0
13057734,"Apt T2 Calme,proche de tous pour profiter de Bdx",17252957,Jacques,Bordeaux,Centre ville (Bordeaux),44.83788,-0.5682,Entire home/apt,50,3,40,2019-05-16,1.28,1,250
13057806,Chambre à louer chez l'habitant,47989825,Frédéric,Bgles,Bgles,44.80447,-0.57063,Private room,35,1,0,,,1,0
13060990,Chambre studette indépendante de 14m².,60393122,Eric Et Martine,Merignac,La Glacire,44.83316,-0.63934,Private room,30,1,100,2019-05-19,2.79,1,166
13061547,Beautiful and cosy apartment close to Bordeaux,55300448,Joss,Merignac,Centre ville (Merignac),44.84237,-0.65027,Entire home/apt,55,4,0,,,2,0
13069707,sympathique maison proche de bordeaux,72443106,Eric Et Anne-Sophie,Eysines,Eysines,44.86551,-0.64207,Entire home/apt,90,2,73,2019-05-12,2.03,1,296
13070122,Maison Bordeaux avec jardin et terrasse,72446658,Anne,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83288,-0.60378,Entire home/apt,550,3,2,2017-08-17,0.09,1,0
13073217,Historical center loft,72470337,Les Frères Gruel,Bordeaux,Bordeaux Sud,44.83515,-0.57096,Entire home/apt,145,2,82,2019-05-19,2.25,1,305
13073756,Appartement 60m² à Bègles,28730271,Karim,Bgles,Bgles,44.8007,-0.55697,Entire home/apt,32,1,0,,,1,0
13075150,appartement T2 à Talence peixotto près de Bordeaux,21753807,Fanny,Talence,Talence,44.80767,-0.58863,Entire home/apt,42,2,18,2018-12-09,0.51,2,0
13075898,Bordeaux Chartrons Appartement 80m2 - 2ch/Parking,72503710,Jeanne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86095,-0.57037,Entire home/apt,90,2,111,2019-05-02,3.18,1,121
13075909,Maison jardin terrasse  calme  près centre ville,59024441,Francois,Bordeaux,Centre ville (Bordeaux),44.83914,-0.59797,Entire home/apt,100,1,1,2019-05-22,1,1,168
13076072,chambre privée à Talence peixotto près de Bordeaux,21753807,Fanny,Talence,Talence,44.80615,-0.587,Private room,35,2,42,2018-07-06,1.16,2,0
13077197,Proche Bordeaux maison calme proche de tout + tram,72517131,Cecile,Villenave-d'Ornon,Villenave-d'Ornon,44.78214,-0.56451,Entire home/apt,150,1,1,2016-06-20,0.03,1,0
13077388,Appartement très lumineux proche du stade,72519216,Eniaut,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85322,-0.58556,Entire home/apt,50,1,0,,,1,0
13077528,Appartement chaleureux au centre de Bordeaux,59361984,Léa,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84938,-0.57584,Entire home/apt,80,2,0,,,1,0
13077590,"Appartement + Balcon lumineux, quartier Bergonié",28440576,Sarah,Bordeaux,Nansouty - Saint Gens,44.82369,-0.57504,Entire home/apt,50,1,5,2016-06-24,0.14,1,0
13078853,Vue imprenable sur quais - magnificent view T2 bis,40343116,Paulin,Bordeaux,Bordeaux Sud,44.83567,-0.567,Entire home/apt,70,3,43,2019-05-05,1.65,1,110
13078966,"Appartement prestige, quartier Tourny.",35137124,Sarah,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84545,-0.57748,Entire home/apt,230,2,0,,,1,0
13079597,Chambre tout confort,54116611,Guillaume,Bruges,Bruges,44.87052,-0.59148,Private room,35,2,0,,,3,0
13081310,Chambre avec petit balcon dans bel appartement,72561512,Marie,Bordeaux,Nansouty - Saint Gens,44.81862,-0.57284,Private room,20,3,3,2016-08-06,0.09,1,0
13088918,Charmant T2 très lumineux Chartrons,36792711,Chloé,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85666,-0.57207,Entire home/apt,55,2,13,2019-04-08,0.38,1,187
13090930,"studio, barriere st genes , tram b ,5 m/n victoire",72669222,Michel,Bordeaux,Nansouty - Saint Gens,44.82069,-0.57957,Entire home/apt,81,3,0,,,2,362
13091768,Appartement Bordeaux Hyper centre,72677297,Muriel,Bordeaux,Centre ville (Bordeaux),44.84048,-0.57939,Entire home/apt,100,1,1,2018-03-29,0.07,1,0
13091976,"Chambre privée Tourny, Gambetta, Triangle d'Or.",72679906,Louis,Bordeaux,Centre ville (Bordeaux),44.84566,-0.58001,Private room,28,2,15,2018-09-02,0.42,1,234
13092755,Bordeaux Grand Théâtre avec Terrasse...,72688323,Hélène,Bordeaux,Centre ville (Bordeaux),44.84328,-0.57501,Entire home/apt,300,1,54,2017-10-29,1.55,1,0
13093984,Maison 130 m2 calme et lumineuse.,65585710,Matthieu,Bordeaux,Nansouty - Saint Gens,44.81474,-0.56908,Entire home/apt,110,5,1,2016-06-23,0.03,1,0
13095304,Agréable chambre dans maison avec jardin,62812181,Camille,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82719,-0.58932,Private room,49,3,1,2018-09-30,0.13,2,364
13096459,Echoppe Bordelaise avec jardin,66326365,Alexandra,Bordeaux,Centre ville (Bordeaux),44.84175,-0.5955,Entire home/apt,70,1,1,2016-06-27,0.03,1,0
13097101,Canapé privé dans appartement Bordeaux saintJean,49645813,Julien,Bordeaux,Bordeaux Sud,44.82801,-0.55708,Shared room,20,1,60,2019-05-12,1.67,4,365
13098861,Large & bright room in charming triplex appartment,1346560,Xavier,Bordeaux,Centre ville (Bordeaux),44.83755,-0.5675,Private room,45,1,1,2017-08-14,0.05,3,0
13102336,T2 55m2 + Terrasse 45m2 aux Chartrons,3669789,Adrien,Bordeaux,Bordeaux Maritime,44.85665,-0.56399,Entire home/apt,80,2,41,2019-05-05,1.15,1,50
13103541,Beautiful 2 bedrooms split-level,16900168,Antoine,Bordeaux,Centre ville (Bordeaux),44.83719,-0.57232,Entire home/apt,111,1,222,2019-05-05,6.11,4,219
13103888,"T2bis équipé avec terrasse, au pied du tram B",72822647,Clémentine,Talence,Talence,44.80585,-0.59133,Entire home/apt,50,2,83,2018-08-24,3.16,1,0
13103956,LOFT 70 m² Saint Michel - City Center,19241745,Claire,Bordeaux,Bordeaux Sud,44.83462,-0.56456,Entire home/apt,175,3,0,,,2,364
13105349,CHAMBRE DANS ECHOPPE CENTRE VILLE DE BORDEAUX,72834899,Maïna,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.832,-0.58115,Private room,18,7,0,,,1,0
13106073,Charming apartment central Bordeaux,15415741,Lola,Bordeaux,Bordeaux Sud,44.83258,-0.56218,Entire home/apt,50,2,4,2018-06-14,0.11,1,0
13106244,"Super appartement, grand et très bien équipé",35708111,Jeremy,Bordeaux,Bordeaux Maritime,44.86,-0.56719,Entire home/apt,74,2,2,2016-07-03,0.06,1,0
13106865,"Lovely 52m2 1BR/1BA 4 people, downtown Bordeaux",72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84073,-0.57291,Entire home/apt,125,3,3,2019-05-19,0.10,74,326
13107196,Maison familiale aux portes du Médoc et des plages,37596185,Anne,Le Taillan-Mdoc,Le Taillan-Mdoc,44.90162,-0.67935,Entire home/apt,170,7,0,,,1,142
13107290,Magnificent 100 sqm with parking & lift (downtown),72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84495,-0.57667,Entire home/apt,187,4,3,2019-05-15,0.11,74,267
13108220,T2 BORDEAUX CENTRE (Place du Parlement),72856253,Lescarret,Bordeaux,Centre ville (Bordeaux),44.84159,-0.57225,Entire home/apt,105,2,38,2019-05-18,1.06,1,334
13108661,les terrasses du golf,72866204,Chantal,Eysines,Eysines,44.86763,-0.63277,Private room,45,1,0,,,1,0
13110253,Maison de ville centre de Bordeaux,59702564,Fabrice,Bordeaux,Bordeaux Sud,44.8284,-0.57021,Entire home/apt,90,5,29,2018-07-13,0.80,1,319
13110553,Jolie T2 de la fontaine d'arlac,72887224,Maëva,Merignac,Arlac,44.8261,-0.62515,Entire home/apt,32,1,3,2016-08-23,0.09,1,0
13111478,T2bis tout équipé avec cour,53429156,Marine,Bordeaux,Bordeaux Sud,44.83309,-0.56798,Entire home/apt,50,3,16,2017-07-17,0.44,1,0
13112494,Chambre trés calme avec petit dejeuner,57610893,Mus,Villenave-d'Ornon,Villenave-d'Ornon,44.75784,-0.58143,Private room,28,1,2,2016-06-22,0.06,1,0
13112500,Chambre privative salle d'eau wc/coin lecture+clim,72301226,Isabelle,Bordeaux,Caudran,44.86993,-0.63144,Private room,31,2,7,2018-07-30,0.20,1,362
13112582,Appartement Standing T2 Bordeaux Caudéran + jardin,2692216,Cecile,Bordeaux,Caudran,44.84906,-0.61074,Entire home/apt,64,2,10,2018-12-16,0.29,1,235
13113409,Chambre de 15m2 dans charmante échoppe avec Jardin,72918755,Stephane,Bordeaux,Nansouty - Saint Gens,44.82344,-0.56668,Private room,50,2,22,2018-09-25,0.61,1,95
13113444,Superbe F4 avec terrasse au pied du tram,27771857,Jacques,Talence,Talence,44.80659,-0.59244,Entire home/apt,130,1,2,2016-06-17,0.06,1,0
13113650,Agréable appartement La Benauge,6500012,Damien,Bordeaux,La Bastide,44.84557,-0.54762,Entire home/apt,90,2,0,,,1,0
13114923,Fully equipped apartment close to the tram,72936279,Felicien,Talence,Talence,44.80672,-0.6025,Entire home/apt,25,3,1,2016-06-14,0.03,1,0
13120386,"A la lisière d'un bois,  bons moments assurés!",41143481,Lydie,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.87497,-0.70323,Entire home/apt,110,3,3,2019-03-03,0.14,2,50
13120521,Maison conviviale et cosy,25990970,Anne Marie,Lormont,Lormont,44.88315,-0.53068,Private room,30,2,53,2018-10-14,1.46,1,0
13121209,Appartement au 2 ème étaxe près de Bordeaux,73010674,Karine,Talence,Talence,44.81823,-0.60074,Entire home/apt,100,1,0,,,1,0
13121328,Chambre ideale proche Bordeaux,69178781,Eric,Le Haillan,Le Haillan,44.8857,-0.67116,Private room,27,1,0,,,2,0
13122640,HYPERCENTRE HOTEL DE VILLE + 100m2,17958762,Guillaume,Bordeaux,Centre ville (Bordeaux),44.83614,-0.57851,Entire home/apt,105,4,33,2019-05-04,0.95,2,4
13123067,Chambre dans grand appartement en plein centre,73030966,Candice,Bordeaux,Centre ville (Bordeaux),44.836,-0.57475,Private room,35,1,5,2018-05-26,0.14,1,0
13123439,"CHAMBRE, SALLE DE BAIN PRIVEE ET PARKING",73033913,Suzanne,Bordeaux,Nansouty - Saint Gens,44.82085,-0.58059,Private room,31,2,80,2019-05-17,2.20,1,40
13123803,Marieseth Bordeaux,73038411,Ida,Merignac,Centre ville (Merignac),44.84033,-0.66456,Private room,30,1,168,2019-05-20,6.08,1,77
13132004,"Appartement avec vue, au coeur de Saint-Michel",5247393,Clémentine,Bordeaux,Bordeaux Sud,44.8317,-0.56639,Entire home/apt,40,1,3,2017-02-19,0.11,1,0
13132196,Bel appartement avec Jardin et parking,73142425,Christian,Bordeaux,Centre ville (Bordeaux),44.84813,-0.59684,Entire home/apt,140,5,0,,,1,0
13132297,Beau duplex au centre historique de Bordeaux. T3,73143962,Layla,Bordeaux,Centre ville (Bordeaux),44.83878,-0.56958,Entire home/apt,110,4,46,2019-05-04,1.28,1,87
13133445,Cosy Appartement avec Terrasse sans vis à vis,2481515,Morgane,Bordeaux,Centre ville (Bordeaux),44.84392,-0.5809,Entire home/apt,92,4,33,2019-04-21,0.93,1,306
13135885,Appartement au calme proche centre Bordeaux,64154135,Irina,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82512,-0.61093,Entire home/apt,50,2,5,2016-08-04,0.14,2,58
13136769,"Maison charme, jardin, centre-ville",25032834,Isabelle,Bordeaux,Centre ville (Bordeaux),44.8465,-0.59159,Private room,59,1,0,,,2,0
13137162,Chambre 5 mn du Parc des Expositions Bordeaux Lac,68237244,Elodie,Bruges,Bruges,44.88652,-0.60821,Private room,50,1,0,,,1,0
13137382,Maisonnette avec jardin près du centre ville,36230125,Robin,Bordeaux,Nansouty - Saint Gens,44.8244,-0.5671,Entire home/apt,40,1,5,2016-08-04,0.14,1,0
13139102,Bel appartement ensoleillé Palais de Justice 12,73171331,Nadine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83445,-0.5834,Entire home/apt,95,2,2,2016-06-21,0.06,7,142
13139639,Bel appartement neuf et ensoleillé centre ville 11,73171331,Nadine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83521,-0.58337,Entire home/apt,95,2,3,2018-03-08,0.08,7,87
13143984,Charmant appartement neuf et ensoleillé 22,73171331,Nadine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83544,-0.58216,Entire home/apt,95,2,10,2018-09-04,0.28,7,85
13144015,Charmant studio avec cour sur Bordeaux,73289208,Cynthia,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83177,-0.57757,Entire home/apt,34,2,5,2019-05-12,3.19,1,0
13145463,"T3 Bordeaux Hyper Centre, 2 rooms",73305639,Hugo & Alice,Bordeaux,Centre ville (Bordeaux),44.84225,-0.58339,Entire home/apt,95,2,7,2019-01-01,0.20,1,2
13145551,Maison 4 chambres avec piscine privée.,18667249,Geoffrey,Bassens,Bassens,44.9152,-0.50329,Entire home/apt,135,3,11,2019-04-22,0.32,1,210
13146582,Maison bois avec piscine aux portes de Bordeaux,19636287,Marc,Eysines,Eysines,44.87009,-0.64002,Entire home/apt,290,7,0,,,1,0
13147355,Beau T3 qui donne sur les quais de Bordeaux,73323478,Jean-Michel,Bordeaux,Bordeaux Sud,44.83139,-0.5602,Entire home/apt,140,3,0,,,1,0
13147572,Studio privatif en maisonnette donnant sur jardin,11441784,Amélie,Pessac,Chiquet-Fontaudin,44.80394,-0.62308,Entire home/apt,40,5,4,2018-07-27,0.17,1,0
13147579,PETIT BONHEUR,22198122,Julie,Merignac,Capeyron,44.84984,-0.66046,Entire home/apt,120,1,10,2019-01-03,0.28,4,142
13147819,Appartement bordelais charmant avec cour privative,39728778,Camille,Bordeaux,Nansouty - Saint Gens,44.82954,-0.58058,Entire home/apt,40,2,4,2017-09-09,0.11,1,0
13148188,3 chambres au calme côté jardin & petit déjeuner,19857565,Philippe,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.92007,-0.72801,Private room,120,1,16,2019-05-19,0.62,4,299
13148361,Chambre+ petit déjeuner proche gare St-Jean,73334046,Catherine,Bordeaux,Bordeaux Sud,44.82822,-0.55988,Private room,32,1,40,2019-05-03,1.13,2,10
13148732,private bedroom R for the Euro in 10mn the stadium,18476029,Martine,Blanquefort,Blanquefort,44.904,-0.63191,Private room,50,1,2,2016-06-19,0.06,3,0
13148895,"maison ville avec jardin,proche comodités",73334046,Catherine,Bordeaux,Bordeaux Sud,44.82882,-0.56132,Entire home/apt,100,7,0,,,2,91
13149026,private bedroom R for the Euro in 10mn the stadium,18476029,Martine,Blanquefort,Blanquefort,44.90479,-0.63227,Private room,49,1,1,2016-06-30,0.03,3,0
13149732,Parc Féau,73350888,Françoise,Merignac,Centre ville (Merignac),44.83631,-0.66023,Entire home/apt,161,2,0,,,1,0
13150143,Echoppe bordelaise pleine de charme,10740161,Sylvie,Bordeaux,Caudran,44.8413,-0.60376,Entire home/apt,180,2,85,2019-05-19,2.37,1,47
13150389,Joli appartement 10 min centre de Bordeaux,25311772,Estelle,Talence,Talence,44.81045,-0.58956,Entire home/apt,30,2,13,2017-09-29,0.37,1,0
13150675,Appartement en plein centre de Bordeaux,66919073,Florian,Bordeaux,Centre ville (Bordeaux),44.84045,-0.57895,Entire home/apt,60,3,18,2018-05-15,0.51,1,0
13150860,Bel appartement ensoleillé et neuf centre ville21,73171331,Nadine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83423,-0.58338,Entire home/apt,95,2,3,2017-05-11,0.09,7,82
13151127,Bel appartement neuf ensoleillé coeur  Bordeaux 32,73171331,Nadine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83556,-0.58192,Entire home/apt,95,2,7,2017-01-01,0.19,7,82
13151414,Cosy appartement neuf ensoleillé centre ville 31,73171331,Nadine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83508,-0.58332,Entire home/apt,95,2,1,2017-04-09,0.04,7,82
13153206,Small appartement in Bordeaux city centre,73397667,Margaux,Bordeaux,Bordeaux Sud,44.82984,-0.57317,Entire home/apt,40,120,12,2016-08-28,0.33,2,0
13153961,maison de jardin calme avec 1 stationnement,73407647,"Joséphine, Jérôme Et Les Enfants",Bordeaux,Caudran,44.83959,-0.61253,Entire home/apt,55,2,31,2018-07-13,1.10,1,79
13153978,Chambre accès privatif dans jardin,13820867,Simon,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85495,-0.58671,Private room,30,1,2,2017-01-13,0.06,2,0
13154356,Maison avec jardin 8 min centre ville,13820867,Simon,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85362,-0.5874,Entire home/apt,150,4,0,,,2,0
13159413,Chambre chez habitant euro 2016,73482728,Sandrine,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.86978,-0.6997,Private room,80,1,0,,,1,178
13161724,chambre privée avec salle de bain dans maison,67317110,Isabelle,Bruges,Bruges,44.88081,-0.62124,Private room,60,1,0,,,2,27
13161794,Bordeaux Idéalement placé 8mn centre ville tramway,62765586,Flavio,Bordeaux,Bordeaux Maritime,44.86701,-0.57205,Private room,59,2,5,2016-07-29,0.14,1,0
13164371,Grande chambre avec  cuisine et salle de bain,19623344,Isabelle,Pessac,Le Bourg,44.80199,-0.64112,Private room,45,2,3,2017-04-16,0.08,1,0
13164629,Petite maison en pierre typique de Bordeaux,73530951,Alain,Le Bouscat,Le Bouscat,44.86369,-0.59038,Entire home/apt,120,3,0,,,1,365
13164843,T1 bis Bordeaux sainte catherine,36516931,Ilona,Bordeaux,Centre ville (Bordeaux),44.83787,-0.57524,Entire home/apt,45,1,0,,,1,0
13167140,Maison Bègles proche lac 15mn de Bordeaux centre,53744531,Peyo,Bgles,Bgles,44.8055,-0.54616,Entire home/apt,125,7,0,,,1,0
13167948,Chambre dans appartement 116m² Bordeaux centre,73565409,Julien,Bordeaux,Centre ville (Bordeaux),44.8352,-0.57538,Private room,30,1,4,2016-08-17,0.11,1,0
13168593,Bel Appartement en plein coeur de Bordeaux,67712970,Pauline,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84983,-0.57658,Entire home/apt,200,1,2,2016-06-30,0.06,1,0
13170475,Chambre dans maison de ville avec jardin,29804396,Flore,Talence,Talence,44.82189,-0.58652,Private room,40,1,1,2016-06-22,0.03,1,0
13170813,Petite pause pour découvrir bordeaux,23169389,Simon,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85215,-0.57223,Private room,55,1,3,2016-07-03,0.08,1,0
13171327,Chbre dans maison individuelle,19044692,Céline,Parempuyre,Parempuyre,44.95076,-0.59944,Private room,40,1,4,2019-03-27,0.12,1,365
13172079,"Chambre, salle d'eau et WC, maison avec piscine.",73611220,Alex,Merignac,Capeyron,44.84617,-0.64328,Private room,80,1,0,,,1,0
13177011,Studio indépendant,73563766,Cecile,Merignac,Chemin Long,44.82842,-0.66885,Entire home/apt,50,2,31,2019-05-04,0.85,1,0
13177128,Chambre privée,30251122,Isabelle,Bordeaux,Bordeaux Sud,44.82439,-0.5599,Private room,60,1,1,2016-07-01,0.03,1,0
13178391,Chambre dans un appartement à Mérignac,8362615,Soline,Merignac,Beutre,44.8155,-0.69095,Private room,35,1,13,2017-05-19,0.38,1,0
13180076,Centre Ville Bordeaux. Feel at Home!,24745510,Caroline,Bordeaux,Bordeaux Sud,44.83208,-0.56933,Entire home/apt,65,3,87,2019-05-12,2.39,1,26
13180458,Jolie 60m2 ascenseur et parking Bordeaux centre,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.83731,-0.58346,Entire home/apt,151,3,1,2018-01-19,0.06,74,362
13180882,Magnifique 75m2 ascenseur grande terrasse parking,72691486,Arnaud,Bordeaux,Caudran,44.84921,-0.59872,Entire home/apt,151,3,1,2019-05-13,1,74,342
13181417,Chambre - centre historique Bordeaux,73721006,Garance,Bordeaux,Centre ville (Bordeaux),44.83913,-0.57117,Private room,50,1,1,2016-06-23,0.03,1,0
13181717,Charming 84 sqm for 6 with lovely high ceilings,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.8435,-0.58088,Entire home/apt,156,3,6,2019-04-03,0.21,74,318
13182102,Lovely light 60sqm 1 bedroom downtown Bordeaux,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84475,-0.58065,Entire home/apt,115,3,7,2018-10-12,0.20,74,186
13182609,Appartement de standing avec terrasse,5348373,Stephanie,Le Bouscat,Le Bouscat,44.86388,-0.60383,Entire home/apt,295,5,0,,,9,0
13184891,LOFT spacieux Bordeaux centre,68053346,Florian,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85215,-0.5774,Private room,300,5,0,,,2,83
13185176,CHARME FOU POUR CE  DUPLEX 4 CH TERRASSE PARKING,47188786,Vincent,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82912,-0.59147,Entire home/apt,249,3,23,2019-04-18,0.83,3,267
13186405,"Bordeaux CityCenter 2 bedrooms +PARKING, near TRAM",18796190,Julie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85653,-0.57442,Entire home/apt,84,2,70,2019-05-01,2.02,16,186
13186780,T2 4 personnes + parking,72504214,Cindy,Eysines,Eysines,44.88977,-0.64743,Entire home/apt,50,3,15,2017-07-23,0.43,1,0
13187825,Bel appartement de 70m2 face musée des Beaux-Arts,44065401,Elie,Bordeaux,Centre ville (Bordeaux),44.83761,-0.57994,Private room,19,1,1,2016-05-31,0.03,1,0
13188492,Chambre dans le centre de Bordeaux,17494707,Aline,Bordeaux,Centre ville (Bordeaux),44.84773,-0.58331,Private room,50,1,0,,,1,0
13188803,Appartement 2 pièces 50m²,39054917,Laurent,Bordeaux,Centre ville (Bordeaux),44.84302,-0.58389,Entire home/apt,49,3,1,2016-08-15,0.03,1,0
13191537,Maison en colocation près du centre-ville,73837258,Charlotte,Bordeaux,Nansouty - Saint Gens,44.82347,-0.57534,Private room,14,1,1,2016-06-02,0.03,1,0
13196527,Maison Bordeaux centre avec jardin,63520152,Tam,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83197,-0.5869,Entire home/apt,120,2,26,2019-05-12,0.84,1,151
13196747,Superbe appartement 80m2 Bordeaux plein centre,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84053,-0.57908,Entire home/apt,156,90,0,,,74,235
13197007,Charming split-level apartment 45sqm city center,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84042,-0.57414,Entire home/apt,114,3,1,2019-05-09,1,74,293
13197124,Bel appartement 72m2 Bordeaux Chartrons,72691486,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85008,-0.57148,Entire home/apt,135,90,3,2017-08-15,0.13,74,327
13197228,Maravilloso 75m2 en pleno centro de Burdeos,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84269,-0.57804,Entire home/apt,156,3,5,2019-04-18,0.21,74,280
13197258,appartement 4 p lumineux hypercentre bordeaux,73378102,Smith,Bordeaux,Centre ville (Bordeaux),44.8398,-0.58631,Entire home/apt,100,2,0,,,1,0
13200645,Appartement cosy proche du centre ville,73941093,Antoine,Bordeaux,Centre ville (Bordeaux),44.8519,-0.5912,Entire home/apt,40,2,0,,,1,0
13205778,"Spacious family house, at the heart of Saint Genes",8536962,Christophe,Bordeaux,Nansouty - Saint Gens,44.82912,-0.57912,Entire home/apt,200,2,16,2017-11-03,0.47,1,0
13205789,Bordeaux charming quiet house,22250772,Mélanie,Bordeaux,Nansouty - Saint Gens,44.81249,-0.56774,Entire home/apt,135,1,4,2016-08-15,0.11,1,0
13206528,Maison avec Jardin + Parking à Bordeaux !,25875184,Elisabeth & Dimitri,Bordeaux,Nansouty - Saint Gens,44.81592,-0.56881,Entire home/apt,100,1,55,2019-05-15,1.63,1,154
13211699,Petit appartement cosy (50m2),72226199,Marie Charlotte,Bordeaux,Centre ville (Bordeaux),44.83982,-0.57278,Entire home/apt,45,1,7,2017-04-28,0.19,1,0
13211728,Chambre pratique et proche toutes commodités,74076500,Christophe,Bruges,Bruges,44.87178,-0.58129,Private room,100,1,0,,,1,0
13212010,Grande chambre - maison en centre-ville de Talence,74079490,Pierre,Talence,Talence,44.81375,-0.58838,Private room,30,5,6,2018-06-23,0.29,2,8
13212280,Grande chambre balcon/jardin au centre de Talence,74079490,Pierre,Talence,Talence,44.81273,-0.5883,Private room,45,5,4,2018-06-04,0.20,2,86
13213805,Duplex Bordeaux centre Victoire et parking gratuit,74095732,Laurent,Bordeaux,Bordeaux Sud,44.8334,-0.57032,Entire home/apt,58,2,275,2019-05-17,7.67,1,170
13215469,Chambre cosy EURO 2016 proche du stade,22689938,Romain,Lormont,Lormont,44.88346,-0.52497,Private room,50,1,0,,,1,88
13215497,Chambre calme à l'étage de notre maison,67732178,C,Villenave-d'Ornon,Villenave-d'Ornon,44.75874,-0.58405,Private room,22,1,0,,,1,0
13215568,Studio indépendant dans jardin avec piscine,20022599,Josy,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86137,-0.57078,Entire home/apt,50,2,89,2018-12-17,2.50,1,0
13216219,maison pour 4/5 personnes aux portes du medoc!,74117932,Dominique,Eysines,Eysines,44.88603,-0.65048,Entire home/apt,90,7,20,2018-09-22,0.56,2,291
13217352,"beautiful house with garden, near downtown",8148806,Guillaume,Bordeaux,La Bastide,44.84064,-0.54924,Entire home/apt,195,7,2,2017-08-19,0.09,1,0
13217516,Appartement 3 chambres proche toutes commodités,70525429,Xavier,Merignac,Centre ville (Merignac),44.84172,-0.65221,Entire home/apt,70,2,29,2017-12-28,0.81,1,0
13218567,Belle Maison avec Piscine  centre-ville,74144752,Alexis,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83321,-0.59214,Entire home/apt,130,4,9,2018-08-26,0.26,1,26
13220576,"Charmant T2, pierre bordelaise",7602246,Damien,Bordeaux,La Bastide,44.84113,-0.55815,Entire home/apt,45,2,11,2018-02-08,0.30,1,0
13221083,Chambre en plein centre,65258109,Mathilde,Bordeaux,Centre ville (Bordeaux),44.84016,-0.56764,Private room,40,1,3,2016-06-23,0.08,1,0
13223035,Belle maison quartier Jardin public,74197552,Lucas,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85445,-0.57732,Entire home/apt,200,4,1,2017-05-06,0.04,1,0
13227484,Chambre privative proche des centres d'activité,74249478,Michel,Bruges,Bruges,44.8848,-0.59434,Private room,70,1,5,2018-12-13,0.14,1,343
13227946,Agréable T2 proche Palais Gallien,69332126,Cédric,Bordeaux,Centre ville (Bordeaux),44.84544,-0.5864,Entire home/apt,46,4,21,2019-02-12,0.58,1,0
13228177,Chambre+SDB privée/petit déjeuner/parking gratuit,11115237,Agnès & Olivier,Bordeaux,La Bastide,44.85227,-0.54319,Private room,35,1,0,,,3,0
13229581,Bel appartement 69m2 parking Bordeaux plein centre,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84056,-0.57704,Entire home/apt,125,90,0,,,74,143
