id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17807777,Appart spacieux et festif en ville,120862682,Leonard,Bordeaux,Bordeaux Sud,44.82852,-0.56675,Entire home/apt,68,1,0,,,3,0
17808870,Maison 3 chambres Merignac Aéroport,31927328,Delphine,Merignac,Chemin Long,44.82165,-0.66832,Entire home/apt,115,2,4,2018-08-08,0.19,1,0
17809259,Belle maison familiale entre ville vignes et océan,114533565,Charlene,Le Taillan-Mdoc,Le Taillan-Mdoc,44.91258,-0.6765,Entire home/apt,170,5,5,2018-08-18,0.23,1,6
17809990,Charming flat (65m2 + terrace) near town Center !,56802934,Lysiane,Bordeaux,La Bastide,44.84358,-0.55152,Entire home/apt,70,1,0,,,1,0
17813546,Coeur de Bordeaux,115658790,Brotonosaure,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83169,-0.57841,Entire home/apt,90,1,22,2018-04-01,0.86,1,0
17817370,Charmante dépendance avec jardin - calme assuré,4919128,Agathe,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8277,-0.58922,Entire home/apt,90,2,7,2018-03-16,0.30,1,0
17817632,Chambre spacieuse @ appart central,120862682,Leonard,Bordeaux,Bordeaux Sud,44.82979,-0.56443,Private room,34,1,0,,,3,0
17818923,♡ Brand new apt. with patio - Grand Théâtre ♡,121676054,Stéphane,Bordeaux,Centre ville (Bordeaux),44.84184,-0.57656,Entire home/apt,75,3,82,2019-05-16,3.14,1,73
17820929,Sympathique studio de 27m2 aux Chartrons,44999230,Léa,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85192,-0.57396,Entire home/apt,36,5,11,2018-08-22,0.42,1,0
17824312,Charmant T2 de 40m2 - centre ville - Paul Doumer,102158428,Quentin,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85194,-0.57423,Entire home/apt,43,4,19,2018-04-30,0.72,1,0
17828430,Charmante Echoppe Bordelaise T3/80 m2 avec cour,15552255,Lia,Bordeaux,La Bastide,44.8449,-0.55656,Entire home/apt,150,3,1,2017-04-17,0.04,2,0
17834134,Charmant 1 ch avec parking Bordeaux centre,9382960,Kareen,Bordeaux,Bordeaux Sud,44.83352,-0.5648,Entire home/apt,114,3,2,2019-01-01,0.08,72,351
17834137,Grand appart 3 ch ascenseur parking à Caudéran,72691486,Arnaud,Bordeaux,Caudran,44.85019,-0.6024,Entire home/apt,177,3,0,,,74,292
17834207,Bel appart 3 ch ascenseur parking à Caudéran,9382960,Kareen,Bordeaux,Caudran,44.84844,-0.60242,Entire home/apt,177,3,0,,,72,292
17834617,Chambre agréable dans appartement bordelais,121979274,Florian,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85073,-0.5868,Private room,29,2,65,2019-05-07,2.52,1,27
17836205,Chambre au calme (sans petit déjeuner),95229543,Stephane,Carbon-Blanc,Carbon-Blanc,44.90277,-0.5048,Private room,15,4,9,2018-06-28,0.34,1,79
17836699,Chambre privée dans maison échoppe rive droite,15552255,Lia,Bordeaux,La Bastide,44.8443,-0.55646,Private room,25,1,1,2017-06-15,0.04,2,0
17838196,Studio au coeur de Bordeaux,40850086,Pierre,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83271,-0.58402,Entire home/apt,57,2,22,2018-01-09,0.87,1,0
17842731,Appartement idéalement placé au coeur de Bordeaux,122041196,Emeric,Bordeaux,Centre ville (Bordeaux),44.83926,-0.56997,Entire home/apt,40,4,2,2017-06-06,0.08,1,0
17855142,"Bel appartement aux Chartrons, vue sur la Garonne",52616465,Jeanne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84897,-0.56973,Entire home/apt,79,2,6,2019-03-25,0.24,1,285
17856437,Charmant appartement entre le centre et Nansouty,122195316,Timoté,Bordeaux,Nansouty - Saint Gens,44.82017,-0.57334,Entire home/apt,60,1,11,2017-10-29,0.44,1,0
17873675,Appartment in the center of Bordeaux,4574371,Magali,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85624,-0.58438,Entire home/apt,35,2,11,2018-08-10,0.47,1,13
17874682,❤ New flat with a roof terrace - Chartrons area ❤,122338735,Romain,Bordeaux,Bordeaux Maritime,44.85837,-0.56412,Entire home/apt,85,3,3,2017-04-20,0.12,1,0
17875122,Petit studio Gambetta Hôtel deVille,7094498,Margaux,Bordeaux,Centre ville (Bordeaux),44.84141,-0.57964,Entire home/apt,29,3,6,2017-05-29,0.23,1,0
17877908,70m2 de vintage au Capucins,104581812,Agnès,Bordeaux,Bordeaux Sud,44.8281,-0.56689,Entire home/apt,36,7,1,2017-04-29,0.04,1,0
17883025,Jolie maison au calme et à 15 mn de Bordeaux.,122464407,Ben,Talence,Talence,44.79931,-0.58331,Entire home/apt,80,2,10,2018-11-07,0.39,1,18
17885910,Chambre en centre ville dans appart avec terrasse,19390588,Cyrielle,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8542,-0.57246,Private room,45,2,1,2018-09-09,0.12,1,0
17888446,Appartement Gare Saint Jean,70219126,思,Bordeaux,Bordeaux Sud,44.82387,-0.55891,Entire home/apt,120,1,15,2017-07-02,0.57,1,88
17888528,"Charmante maison avec piscine, Bordeaux",63825823,Yannick,Bordeaux,Caudran,44.85765,-0.6114,Entire home/apt,250,7,0,,,1,1
17889901,"Agréable T2, Bordeaux centre, Palais de Justice",69531000,Camille,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83398,-0.58358,Entire home/apt,35,2,8,2017-06-23,0.31,1,0
17891002,Echoppe Saint-Genès,122547052,Julien,Bordeaux,Nansouty - Saint Gens,44.8213,-0.58219,Private room,67,1,0,,,1,89
17897385,"T2 lumineux, Saint Genès - Victoire",70921156,Solène,Bordeaux,Nansouty - Saint Gens,44.83033,-0.5792,Entire home/apt,60,15,16,2019-04-30,0.63,1,0
17899676,Villa 240m2 avec piscine,24794774,Laurent,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.92215,-0.73345,Entire home/apt,300,7,3,2018-08-18,0.12,1,15
17906500,Atypic'appart,20400832,Suzanne,Bordeaux,Centre ville (Bordeaux),44.84766,-0.58984,Entire home/apt,60,2,0,,,1,0
17914526,Magnifique appartement quartier st Pierre,21871375,Julia,Bordeaux,Centre ville (Bordeaux),44.84048,-0.57044,Entire home/apt,200,2,50,2019-04-21,2.17,5,0
17914840,Appartement T3 proche Château Pape Clément,11383923,Chloé,Pessac,Le Monteil,44.80697,-0.64762,Entire home/apt,55,2,31,2019-05-05,1.21,1,56
17917184,HEART OF BORDEAUX - Apartment with balcony,18796190,Julie,Bordeaux,Bordeaux Sud,44.83466,-0.57357,Entire home/apt,59,2,108,2019-05-03,4.16,16,103
17917600,Échoppe et terrasses/jacuzzi au coeur de bordeaux,32902212,David Et Jessica,Bordeaux,Bordeaux Sud,44.83129,-0.57464,Entire home/apt,130,1,9,2019-04-22,0.35,1,18
17919576,"A deux pas de bordeaux,",72109900,Bastien,Cenon,Gambetta-Mairie-Lissandre,44.86009,-0.53181,Private room,33,1,26,2019-05-17,2.46,1,4
17930106,duplex dans les anciens chais de bordeaux,21675056,Victoria,Bordeaux,Bordeaux Maritime,44.86836,-0.54786,Entire home/apt,110,2,12,2019-04-21,0.55,1,0
17935402,❤Beautiful house with a swimming pool - downtown❤,123004842,Maryse,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83431,-0.58723,Entire home/apt,200,4,7,2018-10-05,0.30,1,142
17938160,Cosy House nearby Bordeaux center 60 M2,123034123,Claire,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82839,-0.58708,Entire home/apt,55,2,15,2017-12-14,0.58,1,143
17940506,Jolie maison en pierre près de Bordeaux,121693194,Carole,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.85821,-0.49416,Entire home/apt,90,2,10,2018-01-01,0.39,1,355
17941614,COQUET STUDIO TOUT EQUIPE,25947339,Béatrice,Gradignan,Gradignan,44.77541,-0.60149,Entire home/apt,35,6,0,,,1,349
17942315,Appartement très calme au cœur de Bordeaux,71227373,Jerome,Bordeaux,Bordeaux Sud,44.83524,-0.56664,Entire home/apt,58,5,63,2019-04-29,2.53,2,290
17942581,Bel appartement au pied du Jardin Public (75m2),9072331,Johan,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84815,-0.58051,Entire home/apt,75,3,3,2017-08-03,0.12,1,0
17951523,Charming duplex + Terrace in city center,28180633,Léa,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85329,-0.57699,Entire home/apt,90,1,3,2017-05-01,0.12,1,0
17955268,studio lumineux / jardin / hypercentre,123210708,Frédéric,Bordeaux,Centre ville (Bordeaux),44.84002,-0.58575,Entire home/apt,50,2,57,2019-05-07,2.18,1,1
17957371,"Appartement 90m2, Neuf Bordeaux",56945001,Hugo,Bordeaux,Bordeaux Sud,44.82984,-0.57132,Entire home/apt,70,2,18,2018-06-17,0.70,1,0
17958761,Appartement Bordeaux,38463308,Panizzi,Talence,Talence,44.82072,-0.59242,Entire home/apt,34,2,7,2017-11-12,0.28,1,0
17966696,Large appartement in the heart of Bordeaux,9337849,Mike,Bordeaux,Centre ville (Bordeaux),44.83669,-0.57009,Entire home/apt,95,3,5,2017-08-17,0.20,1,0
17969469,Parc bordelais très belle maison,78277062,Muriel,Bordeaux,Caudran,44.85445,-0.60578,Entire home/apt,360,5,4,2018-08-16,0.18,1,157
17970099,Agréable studio confortable avec coin jardin,7691942,Dorothée,Bordeaux,Caudran,44.83872,-0.62294,Entire home/apt,45,2,17,2019-05-17,0.78,1,359
17984101,Duplex contemporain @ Bordeaux - Le Bouscat,14286409,Camille,Le Bouscat,Le Bouscat,44.86268,-0.58801,Entire home/apt,75,7,1,2019-01-26,0.25,1,0
17984455,Joli T1 Bordeaux centre,122014947,Manon,Bordeaux,Bordeaux Sud,44.83048,-0.57419,Entire home/apt,35,4,1,2017-12-23,0.06,1,0
17986219,Appartement hyper centre Bordeaux,121739809,Alix,Bordeaux,Centre ville (Bordeaux),44.83688,-0.57522,Entire home/apt,70,2,4,2017-08-14,0.16,1,0
17989256,Appart hyper-Centre : max 3 adultes ou 2 + enfants,100746378,Frederick,Bordeaux,Bordeaux Sud,44.83278,-0.57502,Entire home/apt,65,3,44,2019-04-21,1.77,1,163
18001397,Echoppe Bordelaise,30712575,Jeanette,Talence,Talence,44.81523,-0.57912,Entire home/apt,90,3,9,2018-08-24,0.35,1,24
18001436,"Chambre privée, appartement lumineux",123724784,Alexandra,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82328,-0.60082,Private room,30,1,15,2017-10-11,0.58,1,0
18002981,"Centre - Bel appt design vintage très calme, 52 m2",74618380,Dominique,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83423,-0.57904,Entire home/apt,71,3,62,2019-03-31,2.43,1,53
18003028,"Chambre agréable, avec lit double.",119629257,Hugo,Talence,Talence,44.8181,-0.59358,Private room,20,1,42,2019-05-12,1.63,1,324
18007343,Les Jardins du Parc,123783251,Claudy,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85545,-0.58163,Entire home/apt,60,6,3,2017-09-22,0.12,1,142
18013278,Chambre indépendante,119761314,Domy,Le Bouscat,Le Bouscat,44.86707,-0.58385,Private room,28,2,23,2019-05-16,1.06,1,335
18013559,Appartement complet Bordeaux Gambetta,123847477,Léo,Bordeaux,Centre ville (Bordeaux),44.84017,-0.58346,Entire home/apt,45,1,6,2017-04-20,0.23,1,0
18018365,Grande maison piscine Bordeaux/Mérignac,123866979,Anne Laure,Merignac,La Glacire,44.83539,-0.61569,Entire home/apt,167,2,6,2018-08-13,0.25,3,0
18019214,Cosy appartement Centre Bdx + Parking sur demande,76813133,Mariana,Bordeaux,Bordeaux Sud,44.82948,-0.57039,Entire home/apt,55,1,170,2019-05-05,6.61,3,16
18028442,"Lovely 77 sqm with a lift, terrace, parking & A/C",9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84036,-0.57898,Entire home/apt,187,3,0,,,72,163
18035569,Un puit de lumière dans Bordeaux,50261356,Elodie,Bordeaux,Centre ville (Bordeaux),44.83886,-0.57201,Entire home/apt,140,3,46,2019-05-15,1.90,1,36
18035639,Duplex in quiet and safe.,37808962,Geneviève,Merignac,Capeyron,44.85958,-0.64413,Entire home/apt,35,1,3,2017-10-19,0.12,1,0
18035657,Grand Appart Centre Bordeaux + Parking / demande,76813133,Mariana,Bordeaux,Bordeaux Sud,44.82937,-0.57034,Entire home/apt,85,1,194,2019-05-05,7.50,3,15
18041844,Bel appartement lumineux Triangle d’or,51580210,Julie,Bordeaux,Centre ville (Bordeaux),44.84315,-0.57284,Entire home/apt,90,1,49,2019-05-19,1.91,1,254
18046029,"Bel appart 2 ch ascenseur, terrasse et parking",72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84033,-0.5788,Entire home/apt,187,3,1,2019-01-02,0.21,74,163
18046108,"Elegant 160 sqm 3 bedrooms best location, parking",72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.83933,-0.57541,Entire home/apt,312,3,5,2019-04-28,0.21,74,318
18049417,Appartement Hyper centre Bordeaux,77458030,Arthur,Bordeaux,Centre ville (Bordeaux),44.83911,-0.57352,Entire home/apt,35,1,2,2017-04-16,0.08,1,0
18053127,"Appart' avec parking, proche gare et centre ville",14640431,Laurène,Bordeaux,Nansouty - Saint Gens,44.81592,-0.57421,Entire home/apt,35,2,27,2019-05-01,1.06,1,3
18054655,Appt T3 lumineux prox centre ville bordeaux,64495706,Stéphanie,Le Bouscat,Le Bouscat,44.86905,-0.57724,Entire home/apt,35,2,11,2018-12-08,0.84,1,0
18055701,Appartement Gradignan,70621827,Gladys,Gradignan,Gradignan,44.77402,-0.61942,Entire home/apt,35,2,0,,,1,0
18058541,"Maison 
Calme Espace Lumière",36402147,Aldée,Bordeaux,Caudran,44.847,-0.60316,Entire home/apt,300,3,2,2017-10-22,0.09,1,104
18062951,"Idéal pour Vinexpo, grande maison avec piscine",124344627,Marie,Le Bouscat,Le Bouscat,44.86298,-0.6028,Entire home/apt,1400,3,0,,,1,0
18063434,"Magnificent 160 sqm, 3 bedrooms + parking",9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.83906,-0.57419,Entire home/apt,312,3,4,2018-11-24,0.17,72,318
18063763,Échoppe bordelaise,124350938,Marie-Alix,Bordeaux,Caudran,44.83859,-0.60834,Entire home/apt,149,6,12,2019-04-11,0.47,1,60
18064661,T2 a 5min des quais des chartrons,92928176,Célie,Bordeaux,Bordeaux Maritime,44.85848,-0.5607,Entire home/apt,50,2,32,2019-05-12,1.25,1,15
18069671,T2 HAUSSMAN CHARTRONS 54m² terrasse parking,51195041,Nathalie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86357,-0.57413,Entire home/apt,50,3,30,2018-12-17,1.20,2,0
18072687,Chambre Privé aux Chartrons/Parking/Petit Déjeuner,9499054,Agathe,Bordeaux,Bordeaux Maritime,44.86222,-0.56351,Private room,49,1,0,,,1,0
18076000,Splendide appartement en plein coeur de Bordeaux,124456711,Duncan,Bordeaux,Bordeaux Sud,44.83403,-0.57088,Private room,30,2,4,2017-08-25,0.16,1,8
18081757,Studio 30m2 Jardin public-Chartrons,70898573,Anna,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85325,-0.58141,Entire home/apt,35,1,7,2017-09-22,0.28,1,0
18085670,Quiet apartment with nice terrace,124544190,Sarah,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83199,-0.59219,Entire home/apt,50,2,2,2017-07-12,0.09,1,51
18087325,Au coeur de Bordeaux et au calme des Chartrons,124525173,Catherine,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85354,-0.56795,Entire home/apt,159,1,5,2018-07-27,0.20,4,142
18087762,60 m2 en plein  coeur de Bordeaux .Parking 10 € /j,124561073,Gisele,Bordeaux,Centre ville (Bordeaux),44.84517,-0.58151,Entire home/apt,80,2,77,2019-04-28,3.09,1,17
18088661,Magnifique suite privée,124525173,Catherine,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85515,-0.56777,Private room,67,3,8,2018-06-06,0.31,4,142
18100165,Grande suite privée sur patio,124525173,Catherine,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85499,-0.56976,Private room,59,3,5,2018-03-19,0.19,4,142
18102211,Appartement entier à Bordeaux + parking privé,45730826,Eymeric,Bordeaux,Caudran,44.83712,-0.60042,Entire home/apt,73,2,91,2019-03-03,3.55,1,142
18102585,CHARTRONS charmante suite sur patio,124525173,Catherine,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85368,-0.56909,Private room,42,6,10,2018-03-30,0.40,4,142
18110225,Beau Studio calme avec jardinet,124763981,Deborah,Pessac,Le Vallon-Les Echoppes,44.81039,-0.62155,Entire home/apt,45,2,112,2019-05-11,4.35,2,350
18115110,Belle maison avec terrasse de 150m2,118085936,Renato,Bordeaux,La Bastide,44.84402,-0.54727,Entire home/apt,350,2,13,2019-04-22,0.56,1,124
18119543,Charmante petite Maison en plein coeur de Bordeaux,6789856,Stephanie,Bordeaux,Nansouty - Saint Gens,44.8303,-0.57916,Entire home/apt,60,4,5,2018-06-21,0.20,1,0
18120364,"Appartement calme, 90m² & Parking, Centre Bordeaux",97633576,Mondher,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85577,-0.57369,Entire home/apt,150,3,2,2017-08-23,0.09,1,0
18121260,Spacious and quiet duplex,124870188,Cédric,Bordeaux,Centre ville (Bordeaux),44.84505,-0.58756,Entire home/apt,187,2,56,2019-05-12,2.19,1,343
18128686,Appartement lumineux en plein SAINT-MICHEL,71485700,Sarah,Bordeaux,Bordeaux Sud,44.83414,-0.56671,Entire home/apt,67,4,32,2019-05-18,1.32,1,220
18134074,Villa 2150sqf with heated & secured swimming pool,54024638,Danièle&Eric,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.91278,-0.73258,Entire home/apt,375,7,3,2018-08-11,0.14,1,0
18134420,❤ Quiet apartment - heart of the city center ❤,35005419,Jeanne,Bordeaux,Centre ville (Bordeaux),44.83752,-0.56982,Entire home/apt,63,3,26,2018-09-23,1.18,1,0
18138485,"Appartement entier récent,  équipé et lumineux",125039247,Anthony,Ambs,Ambs,45.00714,-0.52684,Entire home/apt,40,2,20,2019-04-19,0.82,1,64
18145067,Chambre&Sdb Harmony avec cuisine et patio,125108826,Audrey,Bordeaux,Bordeaux Maritime,44.85775,-0.56384,Private room,59,3,28,2019-04-10,1.10,1,316
18145158,Triplex Saint catherine,51327466,Alexis,Bordeaux,Centre ville (Bordeaux),44.84106,-0.57455,Shared room,140,1,1,2017-04-17,0.04,1,0
18147027,Maison familiale à 10 min du centre ville,14958837,Virginie,Bordeaux,Bordeaux Maritime,44.85997,-0.56325,Entire home/apt,95,2,3,2017-07-15,0.13,1,0
18147655,"maison au calme : piscine chauffée, terrasse",114166528,Marlène,Parempuyre,Parempuyre,44.95729,-0.59935,Entire home/apt,159,14,2,2018-08-11,0.09,1,6
18151042,Chambre privée dans le centre avec balcon,31195469,Fany,Bordeaux,Centre ville (Bordeaux),44.8425,-0.58235,Private room,45,1,32,2019-04-26,1.25,1,95
18156458,appartement calme et cosy  40m² quartier chartrons,26729878,Benjamin,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85543,-0.57697,Entire home/apt,49,3,9,2018-09-20,0.36,1,66
18158853,"❤️ ""The Drunk Boat"" next to the ""City of Wine""",29869543,Marc,Bordeaux,Bordeaux Maritime,44.8683,-0.55928,Entire home/apt,87,1,136,2019-05-20,5.31,4,18
18158886,Studio au cœur de Bordeaux,44737231,Pierre,Bordeaux,Centre ville (Bordeaux),44.83874,-0.57175,Entire home/apt,80,1,1,2017-04-16,0.04,1,0
18173746,Jolie maison en pierre de 45m2 -3mn à pied du tram,5934529,Sabrina,Bordeaux,Nansouty - Saint Gens,44.82412,-0.57752,Entire home/apt,40,3,9,2017-12-10,0.36,1,0
18174347,Maison Art Déco à l’Esprit Loft avec Piscine,37314741,Céline&Thomas,Bordeaux,Caudran,44.85563,-0.60628,Entire home/apt,199,1,1,2018-09-09,0.12,5,0
18174615,Chambre privée dans un joli appartement 3 pièces,64726401,Alex,Eysines,Eysines,44.88423,-0.64678,Private room,30,1,102,2019-05-19,3.98,1,37
18175327,Magnifique appartement au coeur du Triangle d'Or,125382434,Marie-Claude,Bordeaux,Centre ville (Bordeaux),44.84331,-0.57243,Entire home/apt,250,4,28,2019-05-13,1.14,1,2
18176967,Charmant T2 type loft au coeur des Chartrons,44006485,Dara,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85328,-0.5729,Entire home/apt,58,3,3,2017-07-06,0.13,1,0
18177972,T2  45m2 calme à la périphérie de Bordeaux,29288822,Christophe,Talence,Talence,44.81172,-0.58222,Entire home/apt,30,3,19,2019-05-05,0.74,1,228
18183764,Appartement T2 45 m2,125473734,Fanny,Martignas-sur-Jalle,Martignas-sur-Jalle,44.84113,-0.76445,Entire home/apt,36,2,3,2017-05-12,0.12,1,0
18184415,"Maison moderne avec piscine, idéal séjour familial",121177657,Isabelle,Merignac,Chemin Long,44.81167,-0.66398,Entire home/apt,280,7,3,2018-08-18,0.14,4,146
18185781,Maison calme et lumineuse à 2 pas du tramway,47379134,Catherine,Merignac,Arlac,44.82833,-0.6224,Entire home/apt,50,2,6,2017-12-28,0.26,1,0
18188788,"Appart t2bis Pierre & Nature, prox Centre Ville",4224956,Eric,Bordeaux,Bordeaux Sud,44.83369,-0.56892,Entire home/apt,62,3,30,2019-05-07,1.17,3,11
18189397,CanapéLit Prox CentreVille Appt 18é Pierre Plantes,4224956,Eric,Bordeaux,Bordeaux Sud,44.83456,-0.57045,Shared room,15,3,21,2018-11-15,0.82,3,0
18191608,Studio au centre de Bordeaux,77300483,Candice,Bordeaux,Bordeaux Sud,44.82891,-0.57606,Entire home/apt,45,1,6,2017-06-08,0.23,1,0
18196144,"Appartement Vue sur Bordeaux, Mérignac centre",125584752,Célia,Merignac,Centre ville (Merignac),44.8386,-0.6471,Private room,28,2,16,2019-04-15,0.65,1,32
18203910,Chartrons T2 ancien rénové,22786741,Nicolas,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85346,-0.57579,Entire home/apt,59,2,18,2019-05-14,0.74,1,63
18205027,Bordeaux / Appartement T2,50870352,Agnes,Cenon,Gambetta-Mairie-Lissandre,44.85308,-0.53641,Entire home/apt,55,1,94,2019-03-15,3.85,1,0
18205136,T2 Jardin Bordeaux Centre,64780068,Elie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83276,-0.58534,Entire home/apt,32,9,0,,,1,23
18207348,Chambre dans appartement du centre de Bordeaux,10047388,(Email hidden by Airbnb),Bordeaux,Centre ville (Bordeaux),44.84658,-0.57339,Private room,35,2,2,2017-04-23,0.08,2,0
18208690,"JoliT4, Bdx centre, Idéal entre amis ou en famille",12734559,Celine,Bordeaux,Bordeaux Sud,44.83216,-0.56464,Entire home/apt,50,2,29,2019-04-14,1.19,1,12
18208995,Appartement de 70m2 calme et lumineux,125701379,Cécile,Bordeaux,Bordeaux Maritime,44.86234,-0.56554,Entire home/apt,85,2,22,2019-04-28,1.01,1,120
18210362,Appartement aux Grands Hommes,2523214,Adèle,Bordeaux,Centre ville (Bordeaux),44.84172,-0.57788,Entire home/apt,60,1,0,,,1,0
18216557,Appartement cosy hyper centre,24814754,Guillaume,Bordeaux,Centre ville (Bordeaux),44.83673,-0.56933,Entire home/apt,49,2,64,2019-01-02,2.55,1,0
18218807,BORDEAUX Maison centre ville avec piscine privée,15989222,Thomas,Bordeaux,Nansouty - Saint Gens,44.83024,-0.57825,Entire home/apt,120,4,0,,,1,0
18220252,"Grand T2 entièrement rénové, au coeur de Bordeaux",117907225,Michelle,Bordeaux,Centre ville (Bordeaux),44.83866,-0.57257,Entire home/apt,90,3,61,2019-05-19,2.55,1,100
18222342,Bel appartement bordeaux /2pers,78453953,Michket Balkis,Talence,Talence,44.80471,-0.59745,Entire home/apt,30,1,0,,,1,0
18223248,Chambre privée avec piscine,45579286,Sandrine,Pessac,Casino,44.80723,-0.62791,Private room,26,1,12,2017-08-26,0.48,1,0
18232109,T2 Proche centre ville et tramway,125939433,Gri,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83175,-0.59485,Entire home/apt,39,3,80,2019-05-08,3.22,1,150
18232404,Studio épuré et lumineux  au centre de Bordeaux,122645123,Victoria,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85902,-0.57526,Entire home/apt,35,7,0,,,1,0
18234568,Chambre-SDB/WC privatifs- PISCINE,1773444,Pauline,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.87251,-0.7107,Private room,105,1,1,2017-08-08,0.05,1,364
18235570,Appartement 2 pièces en plein centre ville,41540294,FL Immo,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8514,-0.57095,Entire home/apt,44,1,9,2017-12-17,0.36,7,28
18239616,Appartment 85m2 with big TERRACE,91417277,Olivier,Bordeaux,Bordeaux Sud,44.83275,-0.56567,Entire home/apt,100,1,87,2019-05-19,3.47,2,104
18244283,Bx centre grande échoppe avec terrasse sur le toit,52683489,Stephane Et Amaïa,Bordeaux,Centre ville (Bordeaux),44.83955,-0.59572,Entire home/apt,160,2,39,2019-05-19,1.75,1,137
18245902,Duplex 75m2 et son parking à la gare St Jean,22644073,Louise,Bordeaux,Bordeaux Sud,44.82615,-0.55678,Entire home/apt,70,3,9,2018-07-01,0.38,1,160
18247171,Appartement lumineux et calme proche Hyper-centre,39098871,Eddy,Bordeaux,Centre ville (Bordeaux),44.83803,-0.59185,Entire home/apt,69,1,32,2018-08-04,1.26,1,0
18248183,T2 à 2.5 km gare de Bordeaux et centre ville,126096527,Etienne,Bordeaux,Nansouty - Saint Gens,44.81101,-0.57369,Entire home/apt,37,3,24,2019-04-14,0.99,1,3
18259618,Charmant T2 quartier des Chartrons,126207744,Muriel,Bordeaux,Bordeaux Maritime,44.85874,-0.56547,Entire home/apt,67,5,27,2019-05-19,1.20,1,73
18265652,Maison de ville spacieuse Bordeaux,125569186,Claire,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83109,-0.60187,Entire home/apt,189,2,7,2018-08-10,0.29,1,95
18267662,"Une chambre à la lisière d'un bois, bienvenue !",41143481,Lydie,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.87421,-0.70468,Private room,29,3,8,2019-02-02,0.38,2,28
18268384,Beautiful Apartment in the heart of Bordeaux,13510700,Alice,Bordeaux,Centre ville (Bordeaux),44.84108,-0.57631,Entire home/apt,95,2,112,2019-05-01,4.46,1,0
18272337,"Grand T2, à 2mn à pied d'un arrêt de tram.",69404635,Roxane,Bordeaux,La Bastide,44.84632,-0.54969,Entire home/apt,45,1,0,,,1,0
18277422,"Chambre spacieuse ds une échoppe, Bordeaux",126376104,Sébastien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82975,-0.58846,Private room,40,1,83,2019-05-12,3.26,2,360
18279978,Sweet little house very near downtown,17659621,Margaux,Bordeaux,Centre ville (Bordeaux),44.83908,-0.59223,Entire home/apt,80,2,19,2019-05-05,1.30,1,359
18281447,Studio indépendant dans maison au calme,125579055,Lynda,Merignac,Arlac,44.81601,-0.62538,Entire home/apt,40,3,140,2019-05-20,5.51,2,38
18282838,house with garden at Parc Riviere,34158396,Pierre-Thomas,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85573,-0.58698,Entire home/apt,160,3,12,2018-08-06,0.48,1,79
